,angle average,accept. rate,run time
chain 4,-0.335656439897732,33.0,5.25685
chain 3,-0.3330185801858016,33.0,5.30237
chain 2,-0.3323026563598965,33.0,5.04632
chain 1,-0.3346918469184687,33.0,5.0734
